region,year_month,rrp_nominal,peak_rrp_nominal,total_intervals,peak_intervals,carbon_flag,cpi_estimated,rrp_real,peak_rrp_real
SA1,2013-11,49.81,54.57,1440,630,True,False,68.83,75.41
SA1,2013-12,79.57,119.0,1488,660,True,False,109.69,164.05
SA1,2014-01,88.87,137.47,1488,690,True,False,122.27,189.14
SA1,2014-02,57.48,59.75,1344,600,True,False,78.93,82.05
SA1,2014-03,49.17,55.71,1488,630,True,False,67.39,76.35
SA1,2014-04,48.14,51.23,1440,660,True,False,65.86,70.09
SA1,2014-05,51.98,58.5,1488,660,True,False,71.0,79.9
SA1,2014-06,54.42,59.79,1440,630,True,False,74.21,81.53
SA1,2014-07,51.76,60.81,1488,690,False,False,70.48,82.8
SA1,2014-08,41.66,50.71,1488,630,False,False,56.65,68.95
SA1,2014-09,41.06,49.36,1440,660,False,False,55.75,67.02
SA1,2014-10,32.02,34.86,1488,690,False,False,43.45,47.31
SA1,2014-11,32.72,35.52,1440,600,False,False,44.37,48.17
SA1,2014-12,28.64,31.78,1488,690,False,False,38.82,43.07
SA1,2015-01,34.68,47.98,1488,660,False,False,46.97,64.99
SA1,2015-02,44.85,49.24,1344,600,False,False,60.71,66.65
SA1,2015-03,28.54,34.48,1488,660,False,False,38.61,46.64
SA1,2015-04,39.95,49.75,1440,660,False,False,53.91,67.14
SA1,2015-05,38.02,43.01,1488,630,False,False,51.19,57.91
SA1,2015-06,58.61,87.84,1440,660,False,False,78.72,117.98
SA1,2015-07,73.51,105.03,1488,690,False,False,98.61,140.89
SA1,2015-08,60.7,64.77,1488,630,False,False,81.32,86.77
SA1,2015-09,59.07,72.77,1440,660,False,False,79.03,97.36
SA1,2015-10,41.1,51.88,1488,660,False,False,54.92,69.32
SA1,2015-11,48.88,63.99,1440,630,False,False,65.23,85.4
SA1,2015-12,66.83,97.42,1488,690,False,False,89.07,129.84
SA1,2016-01,50.26,71.81,1488,630,False,False,67.03,95.77
SA1,2016-02,40.72,53.34,1392,630,False,False,54.34,71.19
SA1,2016-03,55.33,73.59,1488,690,False,False,73.89,98.28
SA1,2016-04,49.57,63.34,1440,630,False,False,66.1,84.46
SA1,2016-05,70.7,101.4,1488,660,False,False,94.14,135.02
SA1,2016-06,123.1,162.44,1440,660,False,False,163.68,215.98
SA1,2016-07,229.39,376.22,1488,630,False,False,304.29,499.06
SA1,2016-08,66.24,86.52,1488,690,False,False,87.66,114.5
SA1,2016-09,59.85,70.71,1440,660,False,False,79.02,93.36
SA1,2016-10,59.26,71.86,1488,630,False,False,78.11,94.71
SA1,2016-11,61.89,81.74,1440,660,False,False,81.43,107.55
SA1,2016-12,97.3,92.59,1488,660,False,False,127.8,121.61
SA1,2017-01,84.26,102.67,1488,660,False,False,110.5,134.64
SA1,2017-02,179.85,298.82,1344,600,False,False,235.5,391.28
SA1,2017-03,122.4,164.54,1488,690,False,False,160.03,215.13
SA1,2017-04,119.69,140.44,1440,600,False,False,156.39,183.5
SA1,2017-05,119.15,134.58,1488,690,False,False,155.58,175.73
SA1,2017-06,108.83,113.03,1440,660,False,False,142.01,147.49
SA1,2017-07,113.48,127.48,1488,630,False,False,147.78,166.01
SA1,2017-08,105.38,126.76,1488,690,False,False,136.95,164.74
SA1,2017-09,73.59,80.16,1440,630,False,False,95.44,103.96
SA1,2017-10,69.36,76.89,1488,660,False,False,89.76,99.5
SA1,2017-11,90.72,110.15,1440,660,False,False,117.14,142.22
SA1,2017-12,83.51,93.62,1488,630,False,False,107.59,120.61
SA1,2018-01,158.76,231.26,1488,690,False,False,204.23,297.5
SA1,2018-02,109.17,143.22,1344,600,False,False,140.24,183.97
SA1,2018-03,80.7,89.47,1488,660,False,False,103.51,114.76
SA1,2018-04,98.37,134.3,1440,630,False,False,126.03,172.06
SA1,2018-05,88.51,105.82,1488,690,False,False,113.26,135.41
SA1,2018-06,105.92,125.64,1440,630,False,False,135.38,160.58
SA1,2018-07,105.77,147.26,1488,660,False,False,134.99,187.95
SA1,2018-08,72.31,89.47,1488,690,False,False,92.16,114.02
SA1,2018-09,90.6,102.55,1440,600,False,False,115.3,130.51
SA1,2018-10,98.12,105.22,1488,690,False,False,124.65,133.67
SA1,2018-11,98.77,102.27,1440,660,False,False,125.26,129.7
SA1,2018-12,92.38,111.5,1488,630,False,False,116.96,141.16
SA1,2019-01,241.02,407.47,1488,690,False,False,305.15,515.89
SA1,2019-02,110.73,117.28,1344,600,False,False,140.2,148.49
SA1,2019-03,131.6,175.2,1488,630,False,False,166.63,221.84
SA1,2019-04,93.84,97.14,1440,660,False,False,118.58,122.75
SA1,2019-05,84.86,92.58,1488,690,False,False,107.03,116.76
SA1,2019-06,95.7,113.86,1440,600,False,False,120.46,143.32
SA1,2019-07,73.93,92.32,1488,690,False,False,92.88,115.99
SA1,2019-08,78.78,99.59,1488,660,False,False,98.79,124.89
SA1,2019-09,72.95,81.1,1440,630,False,False,91.31,101.51
SA1,2019-10,67.34,69.07,1488,690,False,False,84.09,86.25
SA1,2019-11,50.86,34.58,1440,630,False,False,63.37,43.09
SA1,2019-12,84.03,123.62,1488,660,False,False,104.46,153.67
SA1,2020-01,83.2,124.39,1488,690,False,False,103.3,154.44
SA1,2020-02,64.18,75.56,1392,600,False,False,79.59,93.7
SA1,2020-03,46.95,64.53,1488,660,False,False,58.15,79.92
SA1,2020-04,33.5,40.07,1440,660,False,False,41.76,49.95
SA1,2020-05,37.26,44.77,1488,630,False,False,46.75,56.17
SA1,2020-06,50.27,64.04,1440,660,False,False,63.48,80.87
SA1,2020-07,59.33,68.85,1488,690,False,False,74.54,86.5
SA1,2020-08,45.57,56.61,1488,630,False,False,56.96,70.76
SA1,2020-09,15.21,7.52,1440,660,False,False,18.91,9.35
SA1,2020-10,32.97,40.23,1488,660,False,False,40.88,49.88
SA1,2020-11,36.72,37.9,1440,630,False,False,45.39,46.85
SA1,2020-12,16.78,10.26,1488,690,False,False,20.68,12.64
SA1,2021-01,28.7,12.41,1488,630,False,False,35.3,15.27
SA1,2021-02,22.49,25.88,1344,600,False,False,27.61,31.77
SA1,2021-03,68.77,82.07,1488,690,False,False,84.27,100.57
SA1,2021-04,52.14,62.15,1440,660,False,False,63.73,75.97
SA1,2021-05,72.99,111.31,1488,630,False,False,89.0,135.73
SA1,2021-06,84.39,96.96,1440,660,False,False,102.66,117.95
SA1,2021-07,91.19,117.5,1488,660,False,False,110.61,142.53
SA1,2021-08,43.44,46.43,1488,660,False,False,52.54,56.16
SA1,2021-09,18.77,18.34,1440,660,False,False,22.64,22.12
SA1,2021-10,14.54,9.65,8928,3780,False,False,17.46,11.59
SA1,2021-11,37.69,43.67,8640,3960,False,False,45.08,52.23
SA1,2021-12,70.32,93.66,8928,4140,False,False,83.75,111.55
SA1,2022-01,88.94,120.28,8928,3780,False,False,105.17,142.23
SA1,2022-02,54.22,44.11,8064,3600,False,False,63.66,51.79
SA1,2022-03,67.0,68.09,8928,4140,False,False,78.11,79.38
SA1,2022-04,152.36,168.67,8640,3780,False,False,176.57,195.48
SA1,2022-05,312.3,403.15,8928,3960,False,False,359.8,464.46
SA1,2022-06,302.59,349.33,8640,3960,False,False,346.57,400.1
SA1,2022-07,372.49,489.22,8928,3780,False,False,424.03,556.91
SA1,2022-08,173.04,226.62,8928,4140,False,False,195.79,256.41
SA1,2022-09,147.84,137.68,8640,3960,False,False,166.27,154.84
SA1,2022-10,93.49,68.95,8928,3780,False,False,104.5,77.07
SA1,2022-11,62.51,55.1,8640,3960,False,False,69.45,61.21
SA1,2022-12,35.43,14.86,8928,3960,False,False,39.12,16.41
SA1,2023-01,57.2,41.16,8928,3960,False,False,62.88,45.25
SA1,2023-02,97.05,130.19,8064,3600,False,False,106.21,142.47
SA1,2023-03,64.92,54.46,8928,4140,False,False,70.73,59.33
SA1,2023-04,85.02,81.17,8640,3600,False,False,92.36,88.18
SA1,2023-05,198.29,236.79,8928,4140,False,False,214.81,256.51
SA1,2023-06,85.59,125.95,8640,3960,False,False,92.46,136.05
SA1,2023-07,72.76,94.96,8928,3780,False,False,78.3,102.19
SA1,2023-08,160.26,216.23,8928,4140,False,False,171.8,231.8
SA1,2023-09,41.32,34.35,8640,3780,False,False,44.13,36.68
SA1,2023-10,15.12,9.57,8928,3960,False,False,16.11,10.2
SA1,2023-11,44.92,48.53,8640,3960,False,False,47.77,51.61
SA1,2023-12,38.03,45.54,8928,3780,False,False,40.36,48.33
SA1,2024-01,32.74,23.49,8928,4140,False,False,34.64,24.85
SA1,2024-02,66.07,74.74,8352,3780,False,False,69.68,78.83
SA1,2024-03,67.13,70.24,8928,3780,False,False,70.58,73.85
SA1,2024-04,92.5,81.99,8640,3960,False,False,96.92,85.91
SA1,2024-05,135.71,143.45,8928,4140,False,False,141.7,149.79
SA1,2024-06,176.68,212.87,8640,3600,False,False,183.85,221.5
SA1,2024-07,241.22,295.38,8928,4140,False,False,250.82,307.14
SA1,2024-08,149.52,219.7,8928,3960,False,False,155.36,228.28
SA1,2024-09,80.29,144.76,8640,3780,False,False,83.36,150.3
SA1,2024-10,35.24,29.04,8928,4140,False,False,36.57,30.13
SA1,2024-11,60.91,49.02,8640,3780,False,False,63.16,50.83
SA1,2024-12,61.47,47.42,8928,3960,False,False,63.7,49.14
SA1,2025-01,48.22,8.76,8928,4140,False,False,49.82,9.05
SA1,2025-02,91.34,87.75,8064,3600,False,False,94.08,90.38
SA1,2025-03,61.79,55.45,8928,3780,False,False,63.45,56.94
SA1,2025-04,88.82,82.23,8640,3960,False,False,90.98,84.23
SA1,2025-05,83.31,93.44,8928,3960,False,False,85.12,95.47
SA1,2025-06,250.4,424.64,8640,3780,False,False,255.21,432.79
SA1,2025-07,164.95,223.67,8928,4140,False,False,167.38,226.97
SA1,2025-08,86.86,84.67,8928,3780,False,False,87.76,85.54
SA1,2025-09,57.6,57.7,8640,3960,False,False,57.94,58.04
SA1,2025-10,50.17,40.14,8928,4140,False,False,50.37,40.3
SA1,2025-11,32.48,9.94,8640,3600,False,False,32.54,9.96
SA1,2025-12,27.92,-0.41,8928,4140,False,False,27.92,-0.41
SA1,2026-01,152.25,250.71,8928,3960,False,True,152.25,250.71
SA1,2026-02,56.0,34.52,8064,3600,False,True,56.0,34.52
SA1,2026-03,43.95,35.84,5184,2340,False,True,43.95,35.84
TAS1,2005-05,306.87,392.08,741,346,False,False,537.86,687.21
TAS1,2005-06,78.63,86.38,1440,660,False,False,137.54,151.1
TAS1,2005-07,112.34,115.44,1488,630,False,False,195.86,201.27
TAS1,2005-08,107.2,141.07,1488,690,False,False,186.29,245.14
TAS1,2005-09,69.35,78.06,1440,660,False,False,120.12,135.2
TAS1,2005-10,82.38,102.26,1488,630,False,False,142.44,176.81
TAS1,2005-11,57.64,59.27,1440,660,False,False,99.49,102.3
TAS1,2005-12,42.82,47.0,1488,660,False,False,73.78,80.99
TAS1,2006-01,36.9,40.37,1488,660,False,False,63.4,69.36
TAS1,2006-02,32.44,35.76,1344,600,False,False,55.58,61.27
TAS1,2006-03,28.4,32.55,1488,690,False,False,48.52,55.61
TAS1,2006-04,33.36,33.84,1440,600,False,False,56.69,57.51
TAS1,2006-05,33.76,47.58,1488,690,False,False,57.07,80.44
TAS1,2006-06,41.39,51.97,1440,660,False,False,69.61,87.4
TAS1,2006-07,48.24,68.81,1488,630,False,False,80.89,115.38
TAS1,2006-08,35.17,39.83,1488,690,False,False,58.8,66.59
TAS1,2006-09,38.25,41.53,1440,630,False,False,63.76,69.23
TAS1,2006-10,34.23,36.83,1488,660,False,False,57.08,61.42
TAS1,2006-11,39.8,44.85,1440,660,False,False,66.4,74.82
TAS1,2006-12,35.17,41.08,1488,630,False,False,58.7,68.56
TAS1,2007-01,44.3,47.25,1488,690,False,False,73.91,78.84
TAS1,2007-02,52.95,67.6,1344,600,False,False,88.32,112.76
TAS1,2007-03,50.75,53.83,1488,660,False,False,84.63,89.76
TAS1,2007-04,73.08,82.19,1440,630,False,False,121.37,136.5
TAS1,2007-05,66.34,72.31,1488,690,False,False,109.73,119.6
TAS1,2007-06,77.81,79.93,1440,630,False,False,128.18,131.67
TAS1,2007-07,99.45,115.5,1488,660,False,False,163.45,189.83
TAS1,2007-08,40.7,48.82,1488,690,False,False,66.74,80.05
TAS1,2007-09,47.24,50.3,1440,600,False,False,77.29,82.29
TAS1,2007-10,34.03,38.54,1488,690,False,False,55.5,62.86
TAS1,2007-11,44.74,49.43,1440,660,False,False,72.74,80.37
TAS1,2007-12,50.96,60.54,1488,630,False,False,82.6,98.13
TAS1,2008-01,47.33,59.06,1488,690,False,False,76.38,95.31
TAS1,2008-02,56.46,67.75,1392,630,False,False,90.71,108.85
TAS1,2008-03,56.17,68.79,1488,630,False,False,89.84,110.03
TAS1,2008-04,54.93,63.84,1440,660,False,False,87.44,101.62
TAS1,2008-05,67.74,69.72,1488,660,False,False,107.31,110.45
TAS1,2008-06,55.96,63.27,1440,630,False,False,88.23,99.75
TAS1,2008-07,30.36,30.26,1488,690,False,False,47.68,47.52
TAS1,2008-08,54.96,60.94,1488,630,False,False,85.98,95.34
TAS1,2008-09,43.94,53.5,1440,660,False,False,68.48,83.38
TAS1,2008-10,45.92,56.32,1488,690,False,False,71.64,87.87
TAS1,2008-11,50.7,61.31,1440,600,False,False,79.19,95.76
TAS1,2008-12,32.91,38.3,1488,690,False,False,51.46,59.89
TAS1,2009-01,78.88,119.63,1488,660,False,False,123.29,186.98
TAS1,2009-02,39.08,63.91,1344,600,False,False,61.06,99.86
TAS1,2009-03,36.48,43.73,1488,660,False,False,56.98,68.3
TAS1,2009-04,69.31,63.23,1440,660,False,False,108.07,98.59
TAS1,2009-05,46.84,50.07,1488,630,False,False,72.92,77.94
TAS1,2009-06,173.8,292.02,1440,660,False,False,270.11,453.84
TAS1,2009-07,25.89,31.68,1488,690,False,False,40.11,49.08
TAS1,2009-08,21.29,28.03,1488,630,False,False,32.88,43.29
TAS1,2009-09,21.52,27.51,1440,660,False,False,33.13,42.35
TAS1,2009-10,25.78,30.14,1488,660,False,False,39.62,46.32
TAS1,2009-11,33.7,38.11,1440,630,False,False,51.7,58.46
TAS1,2009-12,31.86,31.86,1488,690,False,False,48.79,48.79
TAS1,2010-01,29.23,32.52,1488,630,False,False,44.62,49.65
TAS1,2010-02,23.96,20.61,1344,600,False,False,36.47,31.37
TAS1,2010-03,26.2,28.67,1488,690,False,False,39.75,43.5
TAS1,2010-04,24.42,26.2,1440,660,False,False,36.98,39.67
TAS1,2010-05,56.97,40.53,1488,630,False,False,86.09,61.25
TAS1,2010-06,30.89,34.48,1440,660,False,False,46.59,52.0
TAS1,2010-07,30.2,33.99,1488,660,False,False,45.44,51.14
TAS1,2010-08,64.8,27.77,1488,660,False,False,97.26,41.68
TAS1,2010-09,20.76,23.94,1440,660,False,False,31.08,35.85
TAS1,2010-10,18.14,18.56,1488,630,False,False,27.13,27.75
TAS1,2010-11,27.1,38.48,1440,660,False,False,40.47,57.47
TAS1,2010-12,16.7,17.8,1488,690,False,False,24.91,26.55
TAS1,2011-01,25.95,28.36,1488,630,False,False,38.51,42.08
TAS1,2011-02,28.72,31.48,1344,600,False,False,42.4,46.47
TAS1,2011-03,25.83,27.22,1488,690,False,False,37.94,39.98
TAS1,2011-04,26.8,27.79,1440,630,False,False,39.24,40.69
TAS1,2011-05,38.67,40.73,1488,660,False,False,56.45,59.46
TAS1,2011-06,29.16,32.31,1440,660,False,False,42.44,47.02
TAS1,2011-07,32.59,49.12,1488,630,False,False,47.34,71.35
TAS1,2011-08,27.16,34.69,1488,690,False,False,39.37,50.29
TAS1,2011-09,26.4,29.9,1440,660,False,False,38.2,43.26
TAS1,2011-10,32.58,31.6,1488,630,False,False,47.14,45.72
TAS1,2011-11,30.75,30.44,1440,660,False,False,44.49,44.04
TAS1,2011-12,25.85,26.57,1488,660,False,False,37.4,38.44
TAS1,2012-01,39.32,34.13,1488,660,False,False,56.88,49.37
TAS1,2012-02,37.37,29.92,1392,630,False,False,54.05,43.27
TAS1,2012-03,35.92,29.84,1488,660,False,False,51.94,43.15
TAS1,2012-04,35.96,42.04,1440,630,False,False,51.91,60.68
TAS1,2012-05,32.9,29.9,1488,690,False,False,47.41,43.08
TAS1,2012-06,34.44,38.55,1440,630,False,False,49.54,55.45
TAS1,2012-07,59.23,67.45,1488,660,True,False,84.82,96.59
TAS1,2012-08,47.22,48.6,1488,690,True,False,67.31,69.28
TAS1,2012-09,39.46,41.42,1440,600,True,False,56.0,58.78
TAS1,2012-10,43.62,44.97,1488,690,True,False,61.85,63.77
TAS1,2012-11,50.58,51.39,1440,660,True,False,71.66,72.81
TAS1,2012-12,46.7,46.41,1488,630,True,False,66.11,65.7
TAS1,2013-01,56.96,46.53,1488,690,True,False,80.54,65.79
TAS1,2013-02,45.79,46.11,1344,600,True,False,64.67,65.12
TAS1,2013-03,49.81,50.82,1488,630,True,False,70.27,71.7
TAS1,2013-04,45.12,46.73,1440,660,True,False,63.57,65.84
TAS1,2013-05,44.67,49.68,1488,690,True,False,62.86,69.91
TAS1,2013-06,49.89,51.77,1440,600,True,False,70.12,72.76
TAS1,2013-07,51.5,50.69,1488,690,True,False,72.09,70.95
TAS1,2013-08,45.87,49.44,1488,660,True,False,63.95,68.92
TAS1,2013-09,42.43,44.8,1440,630,True,False,58.91,62.21
TAS1,2013-10,38.6,41.47,1488,690,True,False,53.47,57.44
TAS1,2013-11,47.09,52.99,1440,630,True,False,65.07,73.23
TAS1,2013-12,37.6,37.58,1488,660,True,False,51.83,51.81
TAS1,2014-01,34.88,29.48,1488,690,True,False,47.99,40.56
TAS1,2014-02,43.89,43.27,1344,600,True,False,60.27,59.42
TAS1,2014-03,44.78,45.47,1488,630,True,False,61.37,62.32
TAS1,2014-04,37.68,38.57,1440,660,True,False,51.55,52.77
TAS1,2014-05,36.52,40.99,1488,660,True,False,49.88,55.99
TAS1,2014-06,43.15,44.06,1440,630,True,False,58.84,60.08
TAS1,2014-07,33.83,37.29,1488,690,False,False,46.07,50.78
TAS1,2014-08,36.34,41.88,1488,630,False,False,49.41,56.95
TAS1,2014-09,37.65,40.3,1440,660,False,False,51.12,54.72
TAS1,2014-10,34.91,32.91,1488,690,False,False,47.37,44.66
TAS1,2014-11,39.94,37.03,1440,600,False,False,54.17,50.22
TAS1,2014-12,45.26,44.4,1488,690,False,False,61.34,60.18
TAS1,2015-01,35.08,36.8,1488,660,False,False,47.51,49.84
TAS1,2015-02,42.54,41.1,1344,600,False,False,57.58,55.63
TAS1,2015-03,39.77,39.98,1488,660,False,False,53.8,54.08
TAS1,2015-04,40.64,38.37,1440,660,False,False,54.85,51.78
TAS1,2015-05,28.3,37.02,1488,630,False,False,38.1,49.84
TAS1,2015-06,32.25,37.68,1440,660,False,False,43.32,50.61
TAS1,2015-07,34.9,39.11,1488,690,False,False,46.82,52.46
TAS1,2015-08,31.89,38.28,1488,630,False,False,42.72,51.28
TAS1,2015-09,46.02,48.78,1440,660,False,False,61.57,65.27
TAS1,2015-10,59.22,60.34,1488,660,False,False,79.13,80.63
TAS1,2015-11,83.73,85.88,1440,630,False,False,111.74,114.61
TAS1,2015-12,96.1,97.17,1488,690,False,False,128.08,129.51
TAS1,2016-01,112.73,114.3,1488,630,False,False,150.35,152.44
TAS1,2016-02,165.67,164.0,1392,630,False,False,221.1,218.87
TAS1,2016-03,252.37,256.22,1488,690,False,False,337.03,342.17
TAS1,2016-04,236.85,236.68,1440,630,False,False,315.84,315.62
TAS1,2016-05,45.45,57.34,1488,660,False,False,60.52,76.35
TAS1,2016-06,72.5,100.06,1440,660,False,False,96.4,133.04
TAS1,2016-07,67.92,97.12,1488,630,False,False,90.1,128.83
TAS1,2016-08,43.68,58.34,1488,690,False,False,57.81,77.21
TAS1,2016-09,46.18,52.77,1440,660,False,False,60.97,69.67
TAS1,2016-10,33.22,42.16,1488,630,False,False,43.79,55.57
TAS1,2016-11,37.58,52.68,1440,660,False,False,49.45,69.31
TAS1,2016-12,41.3,46.61,1488,660,False,False,54.24,61.22
TAS1,2017-01,86.11,91.35,1488,660,False,False,112.93,119.8
TAS1,2017-02,94.38,104.02,1344,600,False,False,123.58,136.21
TAS1,2017-03,113.81,117.62,1488,690,False,False,148.8,153.78
TAS1,2017-04,131.25,128.93,1440,600,False,False,171.49,168.46
TAS1,2017-05,107.94,118.62,1488,690,False,False,140.94,154.89
TAS1,2017-06,103.84,109.77,1440,660,False,False,135.5,143.24
TAS1,2017-07,116.03,126.14,1488,630,False,False,151.1,164.26
TAS1,2017-08,97.21,110.94,1488,690,False,False,126.33,144.18
TAS1,2017-09,73.58,82.05,1440,630,False,False,95.43,106.42
TAS1,2017-10,68.66,75.56,1488,660,False,False,88.85,97.78
TAS1,2017-11,94.03,105.59,1440,660,False,False,121.41,136.34
TAS1,2017-12,90.96,106.82,1488,630,False,False,117.18,137.62
TAS1,2018-01,98.97,95.51,1488,690,False,False,127.32,122.87
TAS1,2018-02,89.27,89.35,1344,600,False,False,114.67,114.78
TAS1,2018-03,83.52,86.02,1488,660,False,False,107.13,110.34
TAS1,2018-04,80.71,80.12,1440,630,False,False,103.4,102.65
TAS1,2018-05,76.56,79.66,1488,690,False,False,97.97,101.94
TAS1,2018-06,73.59,81.06,1440,630,False,False,94.06,103.6
TAS1,2018-07,44.85,50.01,1488,660,False,False,57.24,63.83
TAS1,2018-08,25.03,31.66,1488,690,False,False,31.9,40.35
TAS1,2018-09,60.86,75.48,1440,600,False,False,77.45,96.06
TAS1,2018-10,95.37,102.32,1488,690,False,False,121.16,129.99
TAS1,2018-11,85.6,88.54,1440,660,False,False,108.56,112.29
TAS1,2018-12,72.13,71.18,1488,630,False,False,91.32,90.12
TAS1,2019-01,147.91,163.88,1488,690,False,False,187.27,207.49
TAS1,2019-02,134.79,133.69,1344,600,False,False,170.66,169.27
TAS1,2019-03,123.43,115.58,1488,630,False,False,156.29,146.35
TAS1,2019-04,104.72,109.29,1440,660,False,False,132.33,138.11
TAS1,2019-05,92.55,102.33,1488,690,False,False,116.72,129.06
TAS1,2019-06,96.8,109.49,1440,600,False,False,121.84,137.82
TAS1,2019-07,74.77,89.78,1488,690,False,False,93.94,112.8
TAS1,2019-08,70.04,81.81,1488,660,False,False,87.83,102.59
TAS1,2019-09,57.62,63.98,1440,630,False,False,72.12,80.08
TAS1,2019-10,107.68,106.88,1488,690,False,False,134.47,133.47
TAS1,2019-11,68.29,77.56,1440,630,False,False,85.09,96.64
TAS1,2019-12,52.18,50.23,1488,660,False,False,64.87,62.44
TAS1,2020-01,56.84,49.85,1488,690,False,False,70.57,61.89
TAS1,2020-02,39.1,38.9,1392,600,False,False,48.49,48.24
TAS1,2020-03,37.37,35.52,1488,660,False,False,46.28,43.99
TAS1,2020-04,23.37,24.48,1440,660,False,False,29.13,30.51
TAS1,2020-05,34.77,41.19,1488,630,False,False,43.62,51.68
TAS1,2020-06,36.41,39.42,1440,660,False,False,45.98,49.78
TAS1,2020-07,56.6,57.55,1488,690,False,False,71.11,72.3
TAS1,2020-08,55.75,56.78,1488,630,False,False,69.68,70.97
TAS1,2020-09,37.52,39.19,1440,660,False,False,46.66,48.74
TAS1,2020-10,41.51,42.32,1488,660,False,False,51.47,52.47
TAS1,2020-11,59.37,57.44,1440,630,False,False,73.39,71.0
TAS1,2020-12,36.86,43.49,1488,690,False,False,45.43,53.6
TAS1,2021-01,37.81,40.16,1488,630,False,False,46.51,49.4
